Station,Depth,He,Ne,Ar,Kr,Xe,He err,Ne err,Ar err,Kr err,Xe err,He sat,Ne sat,Ar sat,Kr sat,Xe sat,He sat err,Ne sat err,Ar sat err,Kr sat err,Xe sat err,He3/He4,He3/He4 err,T,S,p,Sample_idx,Model_He,Model_Ne,Model_Ar,Model_Kr,Model_Xe,Model_He err,Model_Ne err,Model_Ar err,Model_Kr err,Model_Xe err,chi2,chi2_reduced
5,28.47016337,4.2232586099e-08,1.8743231838e-07,0.00039470515468,9.8654890487e-08,1.5054452424e-08,3.0424277055e-10,1.126089092e-09,1.9752362889e-06,2.3351670398e-09,1.3106591017e-10,2.5678203975,1.1273840548,-2.4913806175,-1.8557172367,-3.581732155,0.73889668452,0.6075710159,0.48796566551,2.3230809251,0.83942927158,0.99496114038,0.016080257082,-1.545321855,34.02689981,1.0,0.0,4.2278719319577376e-08,1.871487194290246e-07,0.0003954803781208,9.73746096865534e-08,1.5026170887770642e-08,4.460862270300417e-10,1.550063565840821e-09,6.194508821402298e-06,1.8249918029056686e-09,2.9795562682751347e-10,0.5876031686178406,0.2938015843089203
5,98.92659273,4.1995151184e-08,1.8761108016e-07,0.00039154538065,9.6863399707e-08,1.4617938712e-08,3.0078788454e-10,1.1593598541e-09,1.9460055924e-06,2.3521983261e-09,1.3531609158e-10,2.7796123765,2.5792900119,-0.52169365976,-0.36776828225,-2.5133443705,0.73615313455,0.63389811836,0.494413547,2.4194357144,0.90241951895,1.0213499199,0.015318054792,-0.642212884,34.51654568,1.0,1.0,4.1985172526948425e-08,1.8765492551782845e-07,0.0003915890223806,9.599900936633393e-08,1.4628107757461253e-08,4.467516186240252e-10,1.5549849307916195e-09,6.165724033135024e-06,1.811574632819353e-09,2.938447250682662e-10,0.14372429489621918,0.07186214744810959
5,296.9473792,4.0427818096e-08,1.795463775e-07,0.00036438644006,8.6954937028e-08,1.3040290034e-08,2.9292497281e-10,1.0786998151e-09,1.6320117789e-06,1.118747077e-09,1.1120622524e-10,0.24575927222,0.7681947106,-1.6235479239,-3.7015434617,-4.8092193625,0.72634358449,0.60540699573,0.44060785722,1.2389591719,0.81177698995,1.0417493457,0.017108028877,1.592818667,34.87876659,1.0,2.0,4.038368215997537e-08,1.798530363463955e-07,0.0003635291327245,8.776892489557251e-08,1.3059692553434328e-08,4.0222666406986104e-10,1.3823381746490796e-09,5.287017519391038e-06,1.5352110114878432e-09,2.4284033677395485e-10,0.9392946774034785,0.46964733870173925
5,494.5481263,3.7089368676e-08,1.7881236545e-07,0.00036403882789,8.949330787e-08,1.3526505576e-08,1.2545369438e-09,1.0932303627e-09,1.1609868138e-06,1.0103330211e-09,1.2252640725e-10,-8.2000925095,-0.071409659457,-2.7689879561,-2.198832558,-2.8639194941,3.1051047643,0.61094750794,0.31008759018,1.104124446,0.87988245684,1.013214152,0.032085421617,1.159780397,34.91262678,1.0,3.0,4.0454474326174135e-08,1.7767936871130558e-07,0.0003651351449001,8.86824608712647e-08,1.3409729720179965e-08,5.76727916303422e-10,1.9452244658086373e-09,8.81912277016992e-06,2.57433473752545e-09,4.0783473677163577e-10,10.713195891486919,5.356597945743459
5,692.0560526,4.0391475847e-08,1.7991848205e-07,0.00037262711124,9.1475269981e-08,1.3793299716e-08,4.1406513254e-10,1.5879427825e-09,1.8595737143e-06,1.1097807325e-09,1.1360407463e-10,-0.40069215922,-0.27009307879,-2.4289942819,-2.4350544801,-3.8653024167,1.0210223751,0.88020632506,0.48692237371,1.1836608597,0.79178250196,1.0426358158,0.016326601688,0.392731134,34.90318953,1.0,4.0,4.0437920515754426e-08,1.7956331263527084e-07,0.0003732311180358,9.102137667761129e-08,1.3783619500917638e-08,5.212337045953866e-10,1.7861882305791443e-09,6.718345078258542e-06,1.961753377342812e-09,3.1193782155371885e-10,0.34264586522428264,0.17132293261214132
5,987.4908462,4.1236717878e-08,1.8150561778e-07,0.00038069984281,9.2585308609e-08,1.3953695254e-08,2.966209179e-10,1.0775883962e-09,1.7067813033e-06,1.1179278532e-09,1.2049445981e-10,1.3654767441,-0.076210944577,-1.9496603381,-3.2304221097,-5.140731499,0.72913467177,0.59324177898,0.43958643449,1.1684511084,0.81913902433,1.026596006,0.016497650333,-0.240731524,34.90546993,1.0,5.0,4.1066529029663417e-08,1.8243144430064177e-07,0.0003791133000092,9.26096316915405e-08,1.4062779878856297e-08,4.0864932691171037e-10,1.415497162977084e-09,5.567641055804695e-06,1.6311236538274102e-09,2.626994985850527e-10,2.7514882347805063,1.3757441173902532
5,1478.968168,4.1224187472e-08,1.8128301332e-07,0.00038321503608,9.4557536949e-08,1.437418395e-08,4.181389003e-10,8.4231032335e-10,9.8639491798e-07,8.4114836228e-10,1.3478846451e-10,1.1262181881,-0.6495397669,-2.3735999359,-2.4806383194,-3.8776553129,1.0257280557,0.4616202961,0.25129020476,0.86749564355,0.90135087251,1.059603011,0.014518915213,-0.657062701,34.91538929,1.0,6.0,4.105251607210769e-08,1.815297662112665e-07,0.0003831379077619,9.408182798641709e-08,1.4448758812447333e-08,4.1045831384777917e-10,1.4396952639764943e-09,6.376111346222836e-06,1.878281196805512e-09,3.0628342189993247e-10,0.8864472918907521,0.44322364594537605
5,1969.315623,4.1253397813e-08,1.8343898434e-07,0.00038532704655,9.5625474954e-08,1.4485516216e-08,2.9610542695e-10,1.2109706851e-09,9.8693747046e-07,8.3674851903e-10,1.2471974925e-10,1.1167070209,0.35402444712,-2.2538624743,-1.8930192861,-3.7550667983,0.725787627,0.66248612408,0.25035700603,0.8584623591,0.82866525135,1.0353358412,0.01471617011,-0.819533934,34.92129671,1.0,7.0,4.125649861321013e-08,1.8325661827320426e-07,0.0003856956202565,9.468066589092953e-08,1.4499622471110776e-08,4.260073256563339e-10,1.4991761242482154e-09,5.848290438212827e-06,1.7207168255710279e-09,2.8156136010754337e-10,1.4500120804971905,0.7250060402485953
5,2458.758942,4.300620042e-08,1.8826574982e-07,0.00038936757403,9.5564549533e-08,1.4430888557e-08,2.2062267761e-10,8.8013447703e-10,7.7281740527e-07,8.3915969909e-10,1.0057269702e-10,5.3799508561,2.9201516527,-1.4037676497,-2.168424889,-4.375333214,0.54060127834,0.48114738839,0.19569396513,0.85906662599,0.6664337128,1.0622234518,0.014914812545,-0.888111311,34.92824889,1.0,8.0,4.287840976031482e-08,1.8906983204282666e-07,0.0003890231057099,9.514712420616769e-08,1.4538821433795392e-08,3.2243119740592025e-10,1.1276477142733659e-09,4.347717511404187e-06,1.2772954281989952e-09,2.0942398566706415e-10,2.7679871033518713,1.3839935516759356
5,2947.597802,4.3039706127e-08,1.8859410851e-07,0.00038887552989,9.5813552286e-08,1.4583072005e-08,4.3433682454e-10,1.6314054039e-09,1.7486479939e-06,1.6284505693e-09,1.8207308428e-10,5.4512457856,3.0722759542,-1.5952946283,-1.9959319058,-3.4678110006,1.0641652409,0.89161145764,0.44249426208,1.6656806545,1.2052270864,1.0486542985,0.025379248669,-0.915583264,34.93495735,1.0,9.0,4.301232801517319e-08,1.887048626135865e-07,0.0003889424377115,9.520897825846841e-08,1.4607246584952237e-08,6.14428870641856e-10,2.1380480701299294e-09,8.331796790808472e-06,2.4487327895221612e-09,4.0140562109275837e-10,0.16550710164555774,0.08275355082277887
