CFC12 sat,CFC12 sat err,SF6 sat,SF6 sat err,Station,Depth
-0.055631288315062144,0.020249893707319683,-0.02541746556455249,0.018687215124447213,5.0,28.47016337
-0.04450215079227171,0.015531757774670762,0.009457133054929345,0.01450588793587377,5.0,3910.299467
0.012571735875605228,0.020609518958569543,0.02332424641044284,0.01883988226131651,8.0,29.75149432
-0.046567821479366,0.01881958540693823,-0.002723082841648017,0.01770506415213384,8.0,99.10104584
-0.06399535746586071,0.02300088306346961,-0.03379066080464488,0.02186824763825065,8.0,296.7392011
-0.05930940341976232,0.014553623776567494,-0.03183852592461789,0.013306914029029575,8.0,494.506771
-0.04585538833293579,0.02892874730923813,-0.01589286874788709,0.027304309836174524,8.0,690.786058
-0.06355535786781208,0.026820547844250368,-0.011558237684038408,0.024871887777706943,8.0,988.1447356
-0.05224683481119741,0.021341988366524317,-0.025007638708605118,0.02026503682972425,8.0,1479.814036
-0.045788052768700904,0.02084182486961,-0.025925135018763368,0.01943799618416501,8.0,1970.417214
-0.04593517560664406,0.02329762267105992,-0.01180094760987771,0.021990215604404836,8.0,2459.812922
-0.03513842583638849,0.020701698734308858,0.006221130201814917,0.0192696170531695,5.0,98.92659273
-0.04181748804374252,0.031351688210441965,-0.012190257209112376,0.02909306278346779,8.0,2840.567937
-0.05107878383891662,0.019405382806257532,-0.017936352984715076,0.018107140130807386,8.0,2889.072459
0.04616077248529815,0.02634357106195308,0.04517941276148196,0.024009300691897856,16.0,29.45964658
-0.07024443395076974,0.06225374604654898,-0.03597036669166631,0.05624055425079353,16.0,98.81147186
-0.07534776122339859,0.01868129158369551,-0.0338472938707185,0.01778056221393912,16.0,296.8147005
-0.0549035462454569,0.026701421132276346,0.012378329191891746,0.02495761475930481,16.0,494.1225872
-0.05749377517584331,0.027390736384931468,-0.028781873706212102,0.02524476936868657,16.0,691.226781
-0.05124575264997866,0.02601466294669224,-0.009406731139070756,0.02503914555836588,16.0,987.0985638
-0.04538019577727548,0.022388638718556803,-0.023024090267561692,0.020738028315524674,16.0,1969.221408
-0.04322598908054487,0.02283835795639697,-0.02816619590531666,0.021031721735740316,16.0,2946.896201
-0.06585850109384317,0.018917370021489157,-0.02825763370268486,0.017957977471145692,5.0,296.9473792
-0.028942430071260183,0.03891589063053734,-0.01407093445741081,0.035643965584609416,16.0,3434.23702
-0.04410040712181529,0.022387332792168223,-0.019351402875598223,0.021046557505733716,16.0,3920.302221
-0.05096126073761609,0.02346155063096984,-0.015072202268843427,0.022290228839707014,16.0,4335.690235
0.02724362212844511,0.03485876959845409,0.047977804499304,0.03135920050318066,20.0,29.912123
-0.05803404036902782,0.04217176135355117,-0.028486723589800533,0.04073120029052261,20.0,242.4192417
-0.02969295327037813,0.022632068372584038,-0.018146527422432057,0.020772905392676216,20.0,493.9807019
-0.06375614393272688,0.021593351706590703,0.015222728909079386,0.02025056076127528,20.0,691.2720548
-0.048759879317712085,0.017479863997390474,-0.025856452759250748,0.016027148870111366,20.0,1478.651821
-0.06665078908351929,0.03872965053662686,0.034173632548990085,0.039153085728797686,20.0,1969.280111
-0.060227062296309364,0.027141642889057536,-0.03494078033899373,0.024905727781351392,20.0,2458.615708
-0.06051478124865006,0.037004052228985444,-0.04457999517309752,0.03362131746941559,5.0,494.5481263
-0.05902560508601651,0.03027025302377397,-0.04329138917487674,0.027698219113599237,20.0,3434.110064
-0.039859626717200225,0.06573843711233768,-0.013952440794218535,0.05858663812695447,20.0,3917.840037
-0.04952674053836781,0.02328129546445334,-0.025420204012472802,0.020871852915461106,20.0,4236.283477
0.056440344654739905,0.034273697443357676,0.09891548053244548,0.03118982415530874,28.0,29.70348762
-0.055030975856073194,0.030952457131102187,-0.005030872400035635,0.028662016530659785,28.0,98.86296446
-0.056977963674370025,0.031218032472314857,-0.02751917141897553,0.030562306396424332,28.0,296.7734392
-0.05030066646768372,0.022760236898421493,0.03010307528921663,0.02181540881245571,28.0,494.0627661
-0.053013631590396515,0.021803339754114644,-0.03598698265347,0.020280201054269673,28.0,691.5625298
-0.09625601810482254,0.028146085226389676,0.016533624867610452,0.02704866281059754,28.0,986.8709085
