CFC12 sat,CFC12 sat err,SF6 sat,SF6 sat err,Station,Depth
-0.05749941969936756,0.029894930376086832,-0.02887389223463588,0.028353824414897394,5.0,28.47016337
-0.0474052588864976,0.022672236841931082,0.006054781564552858,0.021820988071324543,5.0,3910.299467
0.025677049629138082,0.03432466288889946,0.04158159257606164,0.03198834601258666,8.0,29.75149432
-0.03319028362493215,0.030377401249149522,0.014557278161566822,0.029347220595558405,8.0,99.10104584
-0.06369855233968647,0.03501209877232989,-0.029395786109255306,0.03360436656675863,8.0,296.7392011
-0.053995660892317,0.024475375532281237,-0.02276998151575682,0.0230456330471682,8.0,494.506771
-0.054105242413115096,0.037926366815165646,-0.023446103641920346,0.036053032401281,8.0,690.786058
-0.055342134896178896,0.04442635890193625,0.0010779386918560174,0.04288636852154224,8.0,988.1447356
-0.04144617734471201,0.030837392360364625,-0.011687765880520118,0.029632171573348767,8.0,1479.814036
-0.04426319505390697,0.03077125641036292,-0.023456414393560054,0.029196345859726462,8.0,1970.417214
-0.04255769267366871,0.0354914685400884,-0.005545761802000393,0.03407507898441669,8.0,2459.812922
-0.02915214353413398,0.03274311111012682,0.014300852891073301,0.031408706806969305,5.0,98.92659273
-0.03819755410933556,0.04375832412349221,-0.0044173932046704945,0.041973846996155965,8.0,2840.567937
-0.04343476488699849,0.031141274433328193,-0.007433082315043249,0.029781068001075117,8.0,2889.072459
0.0359685681300661,0.03963984769742825,0.03651350725801383,0.03658311695327447,16.0,29.45964658
-0.05384036677555892,0.11461902151977559,-0.005868370648251187,0.10989327918003079,16.0,98.81147186
-0.05951003481140005,0.030480818733192482,-0.013072252183117694,0.029681630470383795,16.0,296.8147005
-0.04845200836271113,0.04417117123456048,0.02080185764934428,0.042960521349984675,16.0,494.1225872
-0.049398423718115314,0.046166159380591335,-0.015096015560403853,0.04376893879976027,16.0,691.226781
-0.05541820504638861,0.03403743368978694,-0.014251690698939945,0.033087678059060224,16.0,987.0985638
-0.039817626377884885,0.03397505912957746,-0.01719118991014923,0.032051153658331784,16.0,1969.221408
-0.045060525648132566,0.03319299181079272,-0.031052417326413617,0.031081332277776774,16.0,2946.896201
-0.055891689912907605,0.02971372906303405,-0.014517603202618523,0.0288224707646232,5.0,296.9473792
-0.03190141430303872,0.04827040698118211,-0.01753926191309274,0.04555587175819485,16.0,3434.23702
-0.04089498852152018,0.03346123571427175,-0.01096708876351371,0.031868079220492715,16.0,3920.302221
-0.05321129613179576,0.03585734711807117,-0.014976638699422673,0.03480628790336465,16.0,4335.690235
0.04959256467400208,0.05796375149455047,0.085295215960969,0.055043260502958456,20.0,29.912123
-0.05573025768219886,0.06127800672381117,-0.021646319559750382,0.05925036168165336,20.0,242.4192417
-0.03294884237825835,0.03523130386726936,-0.019637001103897656,0.03288112257276137,20.0,493.9807019
-0.04731731901134817,0.03310518599458822,0.03391839619501691,0.03270493182009418,20.0,691.2720548
-0.04863604345374306,0.02724640812098211,-0.023858226128329663,0.025610580946733384,20.0,1478.651821
-0.02630654096387819,0.05339325957855451,0.059225608388224105,0.053624125410105986,20.0,1969.280111
-0.054059023343884016,0.04570606464328966,-0.0240799529998611,0.04312452585891611,20.0,2458.615708
-0.05482333821536989,0.044731790826004036,-0.042226192826340436,0.04180059047744097,5.0,494.5481263
-0.06450834024803553,0.0464148617226799,-0.05208857730240091,0.04292123553110334,20.0,3434.110064
-0.04258971291045732,0.1072368701605211,-0.015315338592138406,0.09962975052140915,20.0,3917.840037
-0.05084981263252131,0.03651746357669647,-0.027904231139725844,0.03366541961120362,20.0,4236.283477
0.07879696220696664,0.05120902902732678,0.126001091100995,0.04897565306931899,28.0,29.70348762
-0.04714952257556959,0.04215340868418644,0.002474747509501718,0.04082162371467118,28.0,98.86296446
-0.05431351910890858,0.044181730835027716,-0.024229828438595447,0.04342381993454675,28.0,296.7734392
-0.033432549759265684,0.03639811163035612,0.04904120715727145,0.0366666768101577,28.0,494.0627661
-0.045974160034910505,0.03231482156317639,-0.028863225936359593,0.030486250438842125,28.0,691.5625298
-0.0635425249431566,0.05352044009816136,0.06427057664415003,0.05536066578198085,28.0,986.8709085
-0.052237031837191195,0.04502076519612708,-0.02461060662792325,0.04235448214747264,28.0,1478.721042
-0.05376865559463473,0.03553638145226973,-0.035700231727061826,0.033930305765409806,5.0,692.0560526
-0.05048247228636604,0.026860702219419337,-0.019125151448920907,0.025419163451022405,28.0,1969.18078
-0.03462207394412442,0.05231965357999689,-0.017328966854057604,0.04996739127414273,28.0,2458.645822
-0.03866688147597708,0.0336703025929963,-0.018081798775521407,0.03198417851751372,28.0,2946.913091
-0.043417848901662226,0.035227427832553525,-0.001440669646213144,0.034068798995831526,28.0,3936.544852
0.06445679005145966,0.05043281211979218,0.14235063374052426,0.049378925030226166,46.0,29.77446549
-0.029545572652011076,0.10537343270560896,-0.00700064821395896,0.0967310356659153,46.0,98.7922838
-0.05416618636893311,0.045818058319976186,-0.0263185701809584,0.04415439826699667,46.0,296.5428446
-0.05096569761126135,0.029093708789317885,-0.030923529599167,0.027660567112538014,46.0,494.3120733
-0.050886527057214415,0.029450499700076488,-0.002167508739532975,0.028687549119831353,46.0,691.4833316
-0.04030696235687581,0.03128494215413696,0.031414851724131054,0.030898677332608464,46.0,985.5203409
-0.06031170405158015,0.029436589365058635,-0.030017746257013367,0.02811049415776186,5.0,987.4908462
-0.049861933575721995,0.03436486294828856,-0.03146131732695334,0.03228029826334651,46.0,2458.666699
-0.06863639027261936,0.025418760777757534,-0.002363663083527423,0.02467617720798003,46.0,2946.955137
-0.052286533762577636,0.032619750737502576,-0.040489232106128537,0.030180196747085494,5.0,1478.968168
-0.05275038951557065,0.02956756210120748,-0.029908736312052375,0.027903540626459535,5.0,1969.315623
-0.05243377767190249,0.022640009333899022,0.0018503624369763383,0.021840287014144734,5.0,2458.758942
-0.051370932609593245,0.04196868756188734,-0.003131787688940957,0.04028237104335108,5.0,2947.597802
