Station,Depth,TaylorSWIF,TaylorSWIF err,TaylorSWIFT,TaylorSWIFT err,DWARF,DWARF err,QSDWARF,QSDWARF err
28,494,0.050016505107573606,0.03469712907102288,0.03010307528921663,0.02181540881245571,0.051254931211101695,0.03659192772834192,0.04904120715727145,0.0366666768101577
28,691,-0.028994600878449295,0.03032002116789076,-0.03598698265347,0.020280201054269673,-0.029059799674352127,0.030497053346470314,-0.028863225936359593,0.030486250438842125
28,986,0.06061615854074276,0.044689934705359875,0.016533624867610452,0.02704866281059754,0.07430206681817442,0.05491307306315274,0.06427057664415003,0.05536066578198085
28,1478,-0.024558265906645782,0.040758096014357564,-0.03132000127212187,0.025016492271472252,-0.024440492474657516,0.042637229354953815,-0.02461060662792325,0.04235448214747264
5,692,-0.03559203028177915,0.03346911069301454,-0.039183042544283064,0.022840214710474815,-0.03563376277580321,0.03385605587811896,-0.035700231727061826,0.033930305765409806
28,1969,-0.019096625693885816,0.024643152454390572,-0.02202977985741139,0.015840971215919694,-0.019077556541761242,0.02563505294957406,-0.019125151448920907,0.025419163451022405
28,2458,-0.02314283134203221,0.043753151316954134,-0.04947811105432298,0.033364021345935906,-0.01623386698994822,0.05043870297581657,-0.017328966854057604,0.04996739127414273
28,2946,-0.018000401339532512,0.03242065179756575,-0.012014801496189609,0.02256779611678272,-0.018232062101578683,0.032168125167261655,-0.018081798775521407,0.03198417851751372
28,3936,-0.0011299294422864037,0.034568460305570176,-0.0015753607021811167,0.022657457822025683,-0.00144119186284708,0.03405224097678768,-0.001440669646213144,0.034068798995831526
46,29,0.1406238958736239,0.04559772598571541,0.120087233677167,0.030296883827486968,0.14165385472637992,0.04784802699177955,0.14235063374052426,0.049378925030226166
46,98,-0.009057633232677165,0.11133031972093936,0.004819324084350818,0.06378423991181993,-0.008780886534479726,0.09404591989130956,-0.00700064821395896,0.0967310356659153
46,296,-0.02649918244134497,0.04468731328225234,-0.02206745497641005,0.03092690041170945,-0.027196324096200097,0.04419520552388893,-0.0263185701809584,0.04415439826699667
46,494,-0.031141207923393588,0.0273434264458636,-0.03520644521127991,0.019290136890148704,-0.03134798824893903,0.027797046149884472,-0.030923529599167,0.027660567112538014
46,691,-0.0019882305741325546,0.02758789644064571,-0.010890419350475522,0.019317486702087303,-0.001601164089623075,0.028503077663507244,-0.002167508739532975,0.028687549119831353
46,985,0.03199343300770696,0.029118863267253096,0.016689253899203615,0.020315340284026553,0.03318794838938022,0.03063984944191263,0.031414851724131054,0.030898677332608464
5,987,-0.029948121907090397,0.027138467084094904,-0.034392221909412046,0.01786676433728604,-0.02979339533380332,0.02865414751993479,-0.030017746257013367,0.02811049415776186
46,2458,-0.032770239665315226,0.0336945547602581,-0.01601174600467492,0.02545362898432333,-0.031539131191458236,0.03201669719355505,-0.03146131732695334,0.03228029826334651
46,2946,-0.0015770372257553067,0.025074974586912074,-0.005998987508745834,0.015245405464735896,-0.001639057104786401,0.024077110042746833,-0.002363663083527423,0.02467617720798003
5,1478,-0.040718753766314175,0.030419483514453022,-0.03648392088955643,0.01934550036269263,-0.04072581631190808,0.030374458461224035,-0.040489232106128537,0.030180196747085494
5,1969,-0.02984584521351641,0.028048441366555942,-0.03031798114412476,0.018883996643705433,-0.029983690641515848,0.028733460851126658,-0.029908736312052375,0.027903540626459535
5,2458,0.0023440206575584543,0.021072874959011636,0.0010486251451016226,0.013870901111783105,0.0022653059798121156,0.021786816901985515,0.0018503624369763383,0.021840287014144734
5,2947,-0.0027329391667549885,0.04036380484625509,0.00042373695077801976,0.026526653183086557,-0.002963683843102416,0.039838646313903346,-0.003131787688940957,0.04028237104335108
